,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
0,Total Geo,0.11551456487991964,0.1406990317928998,0.09546200109349372,0.26957764795227007,0.20924786481770594,0.3405381466238915,0.3977138696760102,0.3654538089451235,0.44840497229294596
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.0,0.0,0.0,0.5090802577621558,0.5041095890410959,0.5179738562091504,0.7473118279569892,#DIV/0!,0.7473118279569892
2,"Chenango, Delaware & Broome (East) Counties PUMA",0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.3613193403298351,0.42962962962962964,0.25572519083969464,0.39498278406296117,0.38091386979377273,0.41682360326428125,0.36107091172214184,0.3720657276995305,0.3433962264150943
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.6341107871720116,0.8057324840764332,0.489247311827957,0.0,0.0,0.0,0.8079625292740047,0.8401084010840109,0.7835051546391752
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",0.0,#DIV/0!,0.0,0.03378674857393594,0.0,0.102803738317757,0.409288824383164,0.29935622317596566,0.6390134529147982
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8,Erie County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,#DIV/0!,0.0,0.14486326681448633,0.0,0.21948488241881298,0.0,0.0,0.0
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
11,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,0.0,0.0,0.3193548387096774,#DIV/0!,0.3193548387096774,1.0,1.0,#DIV/0!
13,Columbia & Greene Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.3125,#DIV/0!,0.3125,1.0,1.0,#DIV/0!
14,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,0.0,#DIV/0!,0.0,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
15,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.0,0.0,#DIV/0!,0.18176400476758045,0.25608732157850544,0.0,0.18396226415094338,0.24036979969183359,0.0
16,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.0,0.0,0.0,0.43345323741007197,1.0,0.0,0.401006711409396,0.509594882729211,0.0
17,Putnam County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,1.0,1.0,#DIV/0!
18,Nassau County (Northwest)--North Hempstead Town (North) PUMA,0.594059405940594,0.9302325581395349,0.0,0.058922558922558925,0.08641975308641975,0.039886039886039885,0.7511111111111111,#DIV/0!,0.7511111111111111
19,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,0.19058823529411764,0.3084862385321101,0.06642512077294686,0.40336389120387905,0.3457863792258697,0.4967229394240318,0.3055406132329209,0.2594202898550725,0.4384133611691023
20,Rockland County (North)--New City & Congers PUMA,0.0,0.0,0.0,0.5868263473053892,0.5559772296015181,0.6034836065573771,0.0,0.0,0.0
21,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.19362400375058603,0.18018664752333094,0.21891891891891893,0.3402475161234094,0.13419293218720152,0.4586878945923689,0.5622079439252337,0.6191744340878829,0.5176899063475546
22,Orange County (Northwest) PUMA,0.0,0.0,0.0,0.15584415584415584,0.0,0.26716141001855287,0.0,0.0,#DIV/0!
23,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.0,#DIV/0!,0.0,0.12727272727272726,0.23076923076923078,0.0,#DIV/0!,#DIV/0!,#DIV/0!
24,Dutchess County (Southwest) PUMA,0.0,#DIV/0!,0.0,0.31314285714285717,0.3816155988857939,0.0,0.0,#DIV/0!,0.0
25,Westchester County (Northwest) PUMA,0.0,0.0,0.0,0.15373831775700936,0.0,0.6070110701107011,0.1759478672985782,0.3129610115911486,0.0
26,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0
27,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.0,0.0,0.0,0.34485349361382417,0.3365539452495974,0.352112676056338,0.5141903171953256,0.38939670932358317,0.6190476190476191
28,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
29,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,0.026407573492775286,0.0,0.07250341997264022,0.23489619780732446,0.1745227892481496,0.325,0.3888888888888889,0.3355408388520971,0.46864686468646866
30,Erie County (South) PUMA,0.0,#DIV/0!,0.0,0.2653061224489796,0.2653061224489796,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
31,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",0.09631728045325778,#DIV/0!,0.09631728045325778,0.13505311077389984,0.12449098312972659,0.14657360406091371,0.6499477533960293,0.31678486997635935,0.9138576779026217
32,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,0.7858942065491183,1.0,0.0,0.48202137998056366,0.0,0.5925925925925926,1.0,#DIV/0!,1.0
33,Suffolk County (Central)--Brookhaven Town (Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0
34,St. Lawrence County PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
35,Genesee & Orleans Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
36,Monroe County (Central)--Rochester City (West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.3515625,#DIV/0!,0.3515625,#DIV/0!,#DIV/0!,#DIV/0!
37,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
38,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
39,Erie County (North Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
40,"Clinton, Franklin, Essex & Hamilton Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.5070422535211268,0.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
41,Dutchess County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.5776699029126213,0.4687022900763359,1.0
42,Tompkins County PUMA,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
43,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",1.0,1.0,1.0,0.0,#DIV/0!,0.0,1.0,1.0,#DIV/0!
44,Onondaga County (Central)--Syracuse City PUMA,0.16584158415841585,0.18157181571815717,0.0,0.6656441717791411,0.781496062992126,0.2569444444444444,0.0,0.0,#DIV/0!
45,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
46,Suffolk County (Northwest)--Smithtown Town PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.5,0.5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
47,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
48,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.3271375464684015,#DIV/0!,0.3271375464684015,0.1951316839584996,0.10723447922011288,0.5026929982046678,0.4492753623188406,1.0,0.0
49,Onondaga County (Central)--Syracuse City (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
50,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
51,Erie County (West Central)--Buffalo City (West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
52,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
54,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,0.2857142857142857,#DIV/0!,0.2857142857142857,0.34301147873058746,0.16199376947040497,0.3931034482758621,1.0,1.0,#DIV/0!
55,Cattaraugus & Allegany Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
56,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",0.0,0.0,0.0,0.09539748953974896,0.0,0.6514285714285715,#DIV/0!,#DIV/0!,#DIV/0!
57,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
58,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,0.0
59,Jefferson & Lewis Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
60,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.0,0.0,0.0,0.48184568835098335,0.0,0.5472508591065293,0.3462603878116344,0.16460176991150444,1.0
61,Schenectady County--Schenectady City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
62,NYC-Queens Community District 1--Astoria & Long Island City PUMA,0.0,0.0,0.0,0.4582999198075381,0.36075949367088606,0.5585365853658537,0.1634349030470914,0.0,0.543778801843318
63,Suffolk County (North Central)--Brookhaven Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
64,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
65,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.0,0.0,0.0,0.25591397849462366,0.234,0.2681564245810056,0.26713286713286716,0.34229390681003585,0.0
66,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
67,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
68,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",0.2114906129834879,0.3431780366056572,0.05453644025780863,0.2973593570608496,0.30440206736767067,0.2891964470150795,0.7603664416586307,0.8084260731319555,0.6862745098039216
69,Monroe County (Central)--Rochester City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.30057803468208094,0.41935483870967744,0.0,1.0,1.0,#DIV/0!
70,Westchester County (Northeast) PUMA,0.26021505376344084,0.0,0.44485294117647056,0.0,0.0,0.0,1.0,1.0,#DIV/0!
71,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",0.046097111247695145,0.0,0.08125677139761647,0.3463007159904535,0.3111954459203036,0.3818443804034582,0.32355478861087145,0.27596439169139464,0.38969072164948454
72,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",0.11252268602540835,0.0,0.4397163120567376,0.2314186089190677,0.19957612151183327,0.26585179526355995,0.4126984126984127,0.6327800829875518,0.2763496143958869
73,Onondaga County (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
74,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
75,Monroe County (South) PUMA,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
76,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!
77,Rensselaer County--Troy City PUMA,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
78,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
79,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.0,0.0,0.0,0.029968997588701342,0.05678851174934726,0.0,0.26443768996960487,0.26443768996960487,#DIV/0!
80,Ontario & Yates Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
81,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.0,0.0,#DIV/0!,0.4106060606060606,0.1503623188405797,0.59765625,0.359504132231405,0.49120603015075376,0.10628019323671498
82,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.43958868894601544,#DIV/0!,0.43958868894601544
83,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.0,0.0,0.0,0.26849583537481625,0.22176422093981862,0.33695652173913043,0.4175475687103594,0.46252927400468385,0.0
84,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0.3258426966292135,0.0,1.0,0.15,0.3113673805601318,0.0,0.0,0.0,0.0
85,Chautauqua County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
86,Orange County (Southeast) PUMA,0.0,0.0,0.0,0.0853211009174312,0.22518159806295399,0.0,0.5424528301886793,1.0,0.0
87,Monroe County (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
88,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
89,Suffolk County (East) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
90,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.0,0.0,0.0,0.5732647814910026,#DIV/0!,0.5732647814910026,0.343878954607978,0.39556962025316456,0.0
91,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,0.0,#DIV/0!,0.0,0.3086816720257235,0.0,0.5072655217965654,0.28556701030927834,0.775330396475771,0.13593539703903096
92,Albany County (Outside Albany City) PUMA,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!
93,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",0.04245283018867924,0.0,0.06841216216216216,0.33180952380952383,0.28319950586781967,0.3657537200776364,0.4210805084745763,0.3967181467181467,0.4507042253521127
94,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.2430493273542601,0.49019607843137253,0.1877058177826564,0.322890559732665,0.2673153978248426,0.47295208655332305,0.5047479912344777,0.38698010849909587,1.0
95,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
96,Erie County (West Central)--Buffalo City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
97,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.0,0.0,0.0,0.12941176470588237,0.0,0.55,0.0,0.0,#DIV/0!
98,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.4551282051282051,0.4551282051282051,#DIV/0!
99,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.17750826901874311,0.0,0.20614596670934698,0.27505938242280287,0.20192307692307693,0.5510204081632653,0.2914466737064414,0.17670364500792393,0.5205696202531646
100,Madison & Cortland Counties PUMA,0.0,#DIV/0!,0.0,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
101,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,#DIV/0!,0.0,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
102,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.1483699268130406,0.12864077669902912,0.1723122238586156,0.0,0.0,0.0,0.0,0.0,#DIV/0!
103,Westchester County (Central)--White Plains City PUMA,0.05483207676490747,0.0,0.11461318051575932,0.4614814814814815,0.16782608695652174,0.6793548387096774,0.18808777429467086,0.23285899094437257,0.0
104,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
105,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
106,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.15872302158273383,0.0,0.538109756097561,1.0,#DIV/0!,1.0
107,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,0.0,#DIV/0!,0.0,0.4261904761904762,1.0,0.0,0.9208261617900172,0.8408304498269896,1.0
108,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.22041763341067286,0.4212860310421286,0.0,0.5478947368421052,0.5980392156862745,0.48977272727272725,0.14677023712183157,0.059790732436472344,0.2518050541516246
109,Suffolk County (Northwest)--Huntington Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!
110,Suffolk County (Southwest)--Islip Town (South) PUMA,0.3906150919467343,0.0,0.6337448559670782,0.0,0.0,0.0,1.0,#DIV/0!,1.0
111,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.24151539068666142,0.5582089552238806,0.1276824034334764,0.1689342403628118,0.0,0.5643939393939394,0.38095238095238093,0.38095238095238093,#DIV/0!
112,Ulster County (East) PUMA,0.0,#DIV/0!,0.0,0.2926829268292683,0.0,0.4192139737991266,1.0,1.0,1.0
113,NYC-Manhattan Community District 10--Central Harlem PUMA,0.09129692832764505,0.0,0.14172185430463577,0.28087012156110047,0.0,0.4776931447225245,#DIV/0!,#DIV/0!,#DIV/0!
114,NYC-Brooklyn Community District 4--Bushwick PUMA,0.0,0.0,0.0,0.256233303650935,0.18171886380189367,0.3734249713631157,0.654892407632968,0.38898026315789475,0.9141940657578188
115,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.36097560975609755,0.0,1.0,0.0,0.0,#DIV/0!
116,Oneida County (Central)--Greater Utica & Rome Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.5360576923076923,0.4454022988505747,1.0,1.0,1.0,1.0
