,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
0,Total Geo,12.078978789725909,11.852347574935719,12.272757140353951,24.365264965758605,20.950202681315538,28.199990827686626,39.155275945166515,37.810864014991964,40.97011894400928
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,2.354480052321779,5.341246290801187,0.0,23.569951757408685,24.30647291941876,22.76657060518732,51.21951219512195,27.322404371584703,74.73118279569893
2,"Chenango, Delaware & Broome (East) Counties PUMA",16.109422492401215,7.258064516129033,43.20987654320987,6.11439842209073,11.588785046728972,0.0,#DIV/0!,#DIV/0!,#DIV/0!
3,Cayuga & Onondaga (South) Counties PUMA,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,14.279852277390233,21.11650485436893,10.787352758834471,41.50713213213213,36.85329553508151,46.74780526735834,23.96694214876033,22.84134410888983,26.035965598123532
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",18.16870944484499,17.636526410026857,18.527459263729632,16.4992541024366,18.422556677462374,14.398668331252601,62.1124828532236,71.22222222222221,53.2249322493225
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",12.252430680590564,5.16919797495337,15.866757307953772,21.007346281573916,15.091226708074535,27.377220480668758,30.642712550607285,21.216341689879297,41.935483870967744
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",21.135029354207436,0.0,26.150121065375302,52.94117647058824,100.0,44.827586206896555,#DIV/0!,#DIV/0!,#DIV/0!
8,Erie County (Northwest) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,#DIV/0!
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,8.858293284842187,8.572665608312887,9.091982524501121,19.568902882053766,11.301553294054633,26.392572944297083,35.678391959798994,49.07834101382488,0.0
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",11.977688619238673,9.4140516523188,13.372620126926563,21.809320743222663,36.972573839662445,1.0814708002883922,52.30125523012552,69.83240223463687,0.0
11,Saratoga County (South & Central) PUMA,8.35927078701645,6.561922365988909,10.025706940874036,12.445414847161572,0.0,16.01123595505618,#DIV/0!,#DIV/0!,#DIV/0!
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,0.0,0.0,9.958120055839926,0.0,13.860103626943005,42.959427207637226,62.28373702422145,0.0
13,Columbia & Greene Counties PUMA,10.148148148148147,14.97659906396256,5.782792665726375,62.97435897435898,46.15384615384615,67.17948717948717,26.785714285714285,31.46853146853147,0.0
14,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,4.3875491341761395,7.098831030818278,1.6779949022939677,15.703864353312301,13.857064920894707,17.890204520990313,18.569364161849713,0.0,31.341463414634145
