,puma,BABS_UnEmp_Total,BABS_UnEmp_M,BABS_UnEmp_F,HS_UnEmp_Total,HS_UnEmp_M,HS_UnEmp_F,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
0,Total Geo,3.3517659925139784,3.0481146447011875,3.6650543672913023,3.6808312917124266,2.559900101459455,5.124230804910479,4.973896535358329,3.98187179639415,7.133011716057891
1,Monroe County (Central)--Rochester City (East) PUMA,6.331168831168831,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
2,NYC-Brooklyn Community District 4--Bushwick PUMA,0.0,0.0,0.0,1.6823354774863928,0.0,4.531319413593958,9.79401476875243,13.404255319148936,0.0
3,NYC-Manhattan Community District 10--Central Harlem PUMA,4.1352828238074135,0.0,12.110726643598616,3.073170731707317,0.0,6.223246624958842,8.287292817679557,10.65203357004519,0.0
4,Ontario & Yates Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
5,Albany County (Outside Albany City) PUMA,0.0,0.0,0.0,10.829335161069226,6.2208398133748055,14.460784313725492,30.67484662576687,30.67484662576687,#DIV/0!
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,5.886383100199829,9.02359561654655,1.5840779853777416,3.2238626092196445,1.5382862351868734,6.51111111111111,0.9191176470588236,0.0,2.933780385582565
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",1.992124160296502,0.0,3.3127889060092452,0.0,0.0,0.0,8.316987053746567,11.559432933478735,0.0
9,Warren & Washington Counties PUMA,0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
10,Erie County (North Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
11,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",6.6370916633058705,3.658103468687108,9.46127946127946,0.9682416731216111,1.2677484787018256,0.0,0.0,#DIV/0!,0.0
12,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,49.29577464788733,0.0,100.0
13,Nassau County (Central)--Hempstead Town (Northeast) PUMA,1.1369095276220977,0.0,2.13021302130213,0.0,0.0,0.0,0.0,0.0,0.0
14,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.0,0.0,0.0,3.6158631415241063,6.431535269709543,0.0,0.0,#DIV/0!,0.0
15,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,3.9667607400439007,7.45872641509434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Onondaga County (Central)--Syracuse City PUMA,18.36144578313253,16.758457907159716,20.8955223880597,15.095398428731762,7.603686635944701,22.210065645514224,0.0,0.0,0.0
17,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,5.652543172596017,1.615100214049426,9.454012458776107,5.371390043825149,3.699932111337407,8.646491519787164,6.701940035273369,0.0,14.587332053742802
18,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,2.212614445574771,6.454005934718101,0.0,2.027407546461423,0.9576427255985266,3.139356814701378,0.0,0.0,0.0
19,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.0,0.0,0.0,6.2560856864654335,15.933044017358958,0.0,6.599713055954089,0.0,100.0
20,Monroe County (Central)--Rochester City (West) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,"Chenango, Delaware & Broome (East) Counties PUMA",0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
22,Dutchess County (North & East) PUMA,0.0,0.0,0.0,17.088607594936708,0.0,23.64963503649635,0.0,0.0,0.0
23,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,2.458605117912694,1.4215686274509804,3.545734840698869,0.0,0.0,0.0,0.0,0.0,0.0
24,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,6.146728354263054,6.822262118491921,5.570860116314662,7.372770769899957,8.46029173419773,5.155320555188368,0.0,0.0,0.0
25,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.0,0.0,0.0,2.054317548746518,1.8368449486763911,2.218152218152218,0.0,0.0,0.0
26,Westchester County (Southeast) PUMA,4.599431343033952,6.894265826980445,2.261985145172181,11.941413839485875,12.127833925157061,11.716171617161717,6.556847545219638,6.712962962962964,0.0
27,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,12.743938497930218,23.85168788046486,0.0,0.0,0.0,0.0,3.4438226431338785,0.0,11.958146487294469
28,Westchester County (Northwest) PUMA,4.846598488216985,0.0,8.811641067097817,1.893365646773705,3.1179845347967072,0.0,0.0,0.0,0.0
29,Monroe County (South) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
30,Rockland County (North)--New City & Congers PUMA,3.937282229965157,0.0,6.042780748663102,0.0,0.0,0.0,0.0,0.0,0.0
31,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",0.0,0.0,0.0,8.298103635704795,10.85209003215434,4.450499545867393,0.0,0.0,0.0
32,Orange County (Southeast) PUMA,3.214285714285714,0.0,5.783132530120482,0.0,0.0,0.0,69.43972835314092,0.0,85.56485355648536
33,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",2.4003899110515414,3.962879357913218,0.9241706161137441,2.137390330408811,1.0023342029383495,4.54677936461673,10.339168490153172,0.0,27.91728212703102
34,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.4840444603800645,0.8681672025723474,0.0,2.509947964493419,6.990622335890878,0.0,0.0,0.0,0.0
35,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",4.51707675358061,11.420612813370473,0.0,8.634920634920636,4.376278118609407,13.201754385964911,6.99685534591195,8.39622641509434,0.0
36,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,1.871945663878075,0.0,3.9202081526452734,3.6327558574372283,1.9032513877874702,7.202993451824134,0.0,0.0,0.0
37,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.9850107066381156,1.9384745048461862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Westchester County (Southwest)--Yonkers City PUMA,1.55700652938222,0.0,3.229166666666667,3.8929872900186653,2.5353016688061616,5.578800557880056,4.684808818463658,0.0,12.627669452181985
39,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",2.983700156552169,0.0,6.552072800808897,32.526315789473685,49.59871589085072,0.0,0.0,0.0,0.0
40,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,3.5394197174540483,4.44010053057805,2.465023317788141,0.7881773399014778,1.2772751463544438,0.0,6.0130718954248366,11.855670103092782,0.0
41,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,8.504054630815194,13.18585612262672,1.1016248967226658,3.9390528958531728,2.3380195599022007,6.031555821849411,6.695778748180495,3.9003759398496243,16.29032258064516
42,Erie County (West Central)--Buffalo City (West) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,13.484646194926569,0.0,22.24669603524229
43,Fulton & Montgomery Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
44,Westchester County (Central)--White Plains City PUMA,3.270966897814994,7.458233890214797,0.0,4.968636513700892,4.317180616740088,5.804749340369393,0.0,0.0,0.0
45,St. Lawrence County PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
46,Saratoga County (South & Central) PUMA,3.1879194630872485,0.0,6.152849740932642,2.069857697283312,0.0,3.7647058823529407,76.13293051359517,76.13293051359517,#DIV/0!
47,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
49,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
50,Suffolk County (Central)--Islip Town (East) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,66.17647058823529,66.17647058823529,#DIV/0!
51,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Westchester County (Northeast) PUMA,2.942655935613682,0.0,5.439330543933055,0.0,0.0,0.0,0.0,0.0,#DIV/0!
53,Chautauqua County PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
